id,tanggal,platform,topik,teks,label
861,2026-06-25,YouTube,MBG,Masyarakat protes juga nggak di dengar  semoga nanti  cukup satu periode saja jadi  kita mau mengadu ke siapa,Negatif
862,2026-06-25,YouTube,MBG,"Orang gak butuh AI Pak Luhut, butuhnya makan karena perut lapar, begitu kata pemimpin konoha",Negatif
863,2026-06-25,YouTube,MBG,Betul terlalu mengejar target jumlah tapi kualitas kurang,Negatif
864,2026-06-25,YouTube,MBG,Setuju pak❤,Negatif
865,2026-06-25,YouTube,MBG,"RAKYAT AKAN BERHENTI DEMO JIKA PRABOWO SECARA SPORTIV MENGAKUI MBG BERMASALAH DAN MENYESALKAN HAL ITU TERJADI.
DAN BERJANJI AKAN MEMPERBAIKINYA ,BAIK TATA KELOLA MAUPUN SIAPA YG PERLU MBG.

TAMPUNG ASPIRASI RAKYAT ,AKADEMISI , FOKUSKAN SAJA KE IBU HAMIL,BALITA DAN TK DAN SD.
ITUPUN CARA NYA DI ROBAH ,BERDAYAKAN KANTIN SEKOLAH.
TIRU CARA PESANTREN YG DARI AWAL BERDIRI SUDAH MEMBERI MAKAN SANTRINYA BAHKAN 3 KALI SEHARI.

 NGK RIBET MACAM MBG SEKARANG INI.
SATU DAPUR MBG MELAYANI BEBERAPA SEKOLAH YG TERSEBAR. MASAK MALAM ,DAN DI DISTRIBUSIKAN PAGI , SIANG SUDAH BASI.
BELAJAR WO.",Negatif
866,2026-06-25,YouTube,MBG,"Bang Luhut sebaiknya tidak usah banyak bicara sok tahu, sok hebat. Hasilnya apa sampai sekarang ? Indonesia semakin terpuruk. Dicap sebagai menteri segala urusan.",Negatif
867,2026-06-25,YouTube,MBG,"Istirahat lah Opung, mending istirah kasih yg masih muda yg tampil.",Negatif
868,2026-06-25,YouTube,MBG,"tumben luhut betul,gas opung mbg ngak ada guna",Negatif
869,2026-06-25,YouTube,MBG,Habis waktu kita dpt pemimpin yg korup terus,Negatif
870,2026-06-25,YouTube,MBG,Kamu minta solusi sama Rakyat 😅😅😅😂😂😂,Negatif
871,2026-06-25,YouTube,MBG,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉😂🎉🎉🎉🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,Positif
872,2026-06-25,YouTube,MBG,data blt yang lalu harus di perbaiki lewat AI oleh ketua DEN.,Netral
873,2026-06-25,YouTube,MBG,"Seperti inilah wajah kita, gak mau merasa salah😢",Negatif
874,2026-06-25,YouTube,MBG,Pemerintah lagi sibuk dan habis waktu nguras APBN buat pindahin ke kantong kantong pribadi,Negatif
875,2026-06-25,YouTube,MBG,apakah anda percaya ??,Negatif
876,2026-06-25,YouTube,MBG,Opung udah kenyang 😅,Negatif
877,2026-06-25,YouTube,MBG,pajak  rakyat  habis di maling 😅😅,Negatif
878,2026-06-25,YouTube,MBG,Rakyat habis waktu dibodohi pejabat2 korup,Negatif
879,2026-06-25,YouTube,MBG,Ni komentar umpan lambung,Negatif
880,2026-06-25,YouTube,MBG,Opong memang penyersatu bangsa,Positif
881,2026-06-25,YouTube,MBG,Mulai nongol lagi nih makhluk hidup 🤣,Netral
882,2026-06-25,YouTube,MBG,Pakar dewan ekonomi..salah satunya AHLI KEMISKINAN ! jadi sudah jelas tugas luhut binsar panjaitan dari elit global adalah buat program memiskinkan rakyat semiskin2nya !! Tuntut LBP segera turun dari struktur pemerintahan negara ini !! SECEPATNYA..terjadilah !!!,Negatif
883,2026-06-25,YouTube,MBG,MBG memang tak bermanfaat. Sampai kapanpun jika terus diadakan. Pasti hanya jadi sarangnya koruptor,Negatif
884,2026-06-25,YouTube,MBG,"REZIM KALIAN YG BIKIN MASALAH, MALING MBG DAN HARGA BBM NAIK TINGGI, KALIAN SUMBERNYA",Negatif
885,2026-06-25,YouTube,MBG,Kritikan kita emang gak pernah di dengar,Negatif
886,2026-06-25,YouTube,MBG,Soal AI pejabat baiknya belajar lebih tekun ke Gibran,Netral
887,2026-06-25,YouTube,MBG,Ya maaf. Itu karena pejabatnya ga kompeten di bidangnya. Lebih cocok jadi pelawak ato main sinetron pejabatnya.,Negatif
888,2026-06-25,YouTube,MBG,"Jika hendak memulihkan kepercayaan, intinya ganti pemerintahan yg kredibel.",Netral
889,2026-06-25,YouTube,MBG,"kami masyarakat sudah tidak percaya pada pemerintah, soalnya tidak ada transparansi😂",Negatif
890,2026-06-25,YouTube,MBG,Udah tau itu mbg potensi besar korupsi..ada yg lebih penting kesejahteraan seluruh rakyat bukan bagi bagi proyek korupsi,Negatif
891,2026-06-25,YouTube,MBG,"pas salah pake kita, kalau lagi untung lu makan sendiri tu pung!
lu sama temen2 lu yang pada korup turun! siapa yang masi percaya sama pemerintahan? kalau elu lagi elu lagi. ga ngaca ya, yg bikin ga bisa dipercaya tu siapa? LUHUT BINSAR PANJAITAN. ELU!",Negatif
892,2026-06-25,YouTube,MBG,"Bukan bertengkar pung, ini MBG salah konsep, dikorupsi. Ganti uang kasihkan ke orang tua anak.",Negatif
893,2026-06-25,YouTube,MBG,"judul nya kurang lengkap, harus nya di tambah. tak di siapkan dengan rencana matang tapi dipaksakan di laksanakan secara masif dan menabrak aturan yang ada.",Negatif
894,2026-06-25,YouTube,MBG,"Orang UZUR ngomongin AI, mending ORANG2 UZUR MACAM LUHUT ini dulu yg dikurangi!!",Negatif
895,2026-06-25,YouTube,MBG,"Namanya juga WoWo, keras kepala, berasa si Paling-paling karena dia dipilih 58% Rakyat Indonesia 😂",Negatif
896,2026-06-25,YouTube,MBG,KEMARIN KE MANA SAJA ? SUDAH RAMAI BARU MUNCUL ADA APA NIH,Negatif
897,2026-06-25,YouTube,MBG,yang salah luhut,Negatif
898,2026-06-25,YouTube,MBG,Pemborosan. Gmna ga ribut,Negatif
899,2026-06-25,YouTube,MBG,"Semua komen hentikan mbg,tapi ditanggepi pemerintah bilangnya buzzeer",Negatif
900,2026-06-25,YouTube,MBG,Tata pengelolaan yang kurang baik akhirnya banyak kebocoran2 dan yg terpenting kasi Hukuman Mati bagi koruptor MBG karna kejahatan besar,Negatif
901,2026-06-25,YouTube,MBG,Sang sutradara,Netral
902,2026-06-25,YouTube,MBG,Sehat selalu jenderal rakyat bersamamu ❤,Positif
903,2026-06-25,YouTube,MBG,Perbaikan BGN dari hulu sampai hilir bagaimana menyajikan makanan yg berkualitas untuk anak Indonesia .perbaiki jangan sampai ada indikasi korupsi.,Positif
904,2026-06-25,YouTube,MBG,Lihat org ini sy pengen muntah,Negatif
905,2026-06-25,YouTube,MBG,PROYEK PENCUCIAN UANG MBG DAN KDMP?? KORUPSI TSM 😊,Negatif
906,2026-06-25,YouTube,MBG,Klu ngomong kog niatnya tulus. Kayae berseberangan dg pemerintahan skrg. Tapi kog berkawan. Klu presidennya dihormati banget tapi omongannya blunder.,Negatif
907,2026-06-25,YouTube,MBG,Inilah kepala Mulyono 😂😂😂,Negatif
908,2026-06-25,YouTube,MBG,Yg penting makan😂,Negatif
909,2026-06-25,YouTube,MBG,"Kalau pak Luhut sdh bilang MBG salah, berarti ya berarti pemerintah mengakui kesalahannya.",Negatif
910,2026-06-25,YouTube,MBG,"proyek simalakama,,,, maju kena mundur kena",Negatif
911,2026-06-25,YouTube,MBG,"kalau kau laki2x luhut,katakan pada wowo proyek mbg dan kopdes tidak sesuai zaman,kondisi keuangan RI,dan kondisi ekonomi indonesia saat ini.bukan begini caranya kalo mau jadi negara maju krn negara yg sudah maju baru boleh main mbg krn mereka dana berlebih,ekonomi kuat,hutang kecil.dan satu lagi yg terpenting,indonesia tidak pernah terkenal karena etos kerja birokrasinya rapi,integritas,dan profesional,dan kerja dulu yg benar baru uang menyusul.",Negatif
912,2026-06-25,YouTube,MBG,NAHHH INI OTAK DARI SEMUA MBG KENAIKAN PERTAMAX,Negatif
913,2026-06-25,YouTube,MBG,"kalo dari awal mau mendengarkan kritik, mungkin tidak akan terjadi hal seperti yang terjadi saat ini.",Positif
914,2026-06-25,YouTube,MBG,Lihat kan pak prabowo siapa penghianat?,Negatif
915,2026-06-25,YouTube,MBG,Luhut turut andil penyebab carut marut negeri ini,Negatif
916,2026-06-25,YouTube,MBG,"Gerindra kedodoran pegang pemerintahan kali pertama dengan kabinet raksasa makan anggaran besar. Terlalu banyak pidato kering tindakan konkrit. Musti sambil belajar banyak bertindak, ngga perlu banyak bicara.",Negatif
917,2026-06-25,YouTube,MBG,Ulah kau nih pung,Negatif
918,2026-06-25,YouTube,MBG,Trus hrus diam 😂😂 biar  jln trus gitu,Negatif
919,2026-06-25,YouTube,MBG,"Kalo kita ga bertengkar, boroknya MBG ga akan ketahuan!",Positif
920,2026-06-25,YouTube,MBG,SIAPKAN MAKAM DI TENGAH TAMBANG BATUBARA HUT😅😅,Netral
921,2026-06-25,YouTube,MBG,Ratusan triliun untuk kesejahteraan SPPG,Netral
922,2026-06-25,YouTube,MBG,"Ya akhirnya mengakui bahwa program dengan DANA YANG SANGAT BESAR itu tidak direncanakan dengan matang, tidak ada kajian yang matang, hanya didorong oleh ambisi dan ego prabowo. Jelas ini adalah KEJAHATAN",Negatif
923,2026-06-25,YouTube,MBG,MBG baru di launching sdh dikorupsi besar besaran,Negatif
924,2026-06-25,YouTube,MBG,Tapi tetap tidak mau salah😂,Negatif
925,2026-06-25,YouTube,MBG,"Salah kita semua ? mohon maaf pak, izin kok bisa bisa nya yah program yang ngabisin anggaran sebesar ini tidak di persiapkan dengan perencanaan tata kelola yang matang",Negatif
926,2026-06-25,YouTube,MBG,"Nasi sudah jadi basi. cocoknya diberikan ke bebek wkwkwkw. sy nggak kaget krn tanpa perencanaan. diingatkan , ngamuk",Positif
927,2026-06-25,YouTube,MBG,"Klo MBG di stop, yakinlah pasti terjadi demo besar2an. Yg tdk setuju bkn penerima nya, tp pekerja2 dapur yg jumlahnya ratusan ribu orang. Ntah itu protes atas inisiatif mrk sendiri, atau digerakkan oleh bos2 yg punya dapur.",Negatif
928,2026-06-25,YouTube,MBG,apa maksudnya jangan bertengkar bongkar korupsi di MBG,Negatif
929,2026-06-25,YouTube,MBG,Semuanya sudah by design,Netral
930,2026-06-25,YouTube,MBG,"indonesia sukses, aamiin.",Positif
931,2026-06-25,YouTube,MBG,Cepet modar hut luhut!,Negatif
932,2026-06-25,YouTube,MBG,"Ide besar MBG pemborosan dan banyak mubazzir makanannya karna anak dh bosan,coba turun seminggu aja,apa makanannya di habisin apa tidak.",Negatif
933,2026-06-25,YouTube,MBG,"Yg selalu ngeyel itu pemerintah , inilah kumpulan org yg hoby bersilat lidah , selama hoby ny sprti ini yg akn tetap sprti itu ingat rakyat ini skrg SDH lelah dibodohi",Negatif
934,2026-06-25,YouTube,MBG,"Perang aja pak Luhut binsar Panjaitan buktikanlah ,minimal karier militer bapak di internasional terlihat,meskipun anda sudah memasuki masa tua purnawirawan,saya yakin militer Indonesia mampu melawan militer luar negeri.
Setidaknya delapan puluh tahun Indonesia merdeka,secara strategis latihan perang militer tersebut harus berani perang internasional.",Positif
935,2026-06-25,YouTube,MBG,Cuci tangan,Negatif
936,2026-06-25,YouTube,MBG,kali ini saya sepakat dg opung luhut dg Family Office di Bali,Netral
937,2026-06-25,YouTube,MBG,"Kata Luhut jgn habis bertengkar, kalian cukup nurut aja. Nanti baru klo negara ini collapse kita pikirkan bersama2 solusinya. 😂😂😂😂😂",Negatif
938,2026-06-25,YouTube,MBG,Program kebanggaan president jangan di kritik pak 😂😂😂,Negatif
939,2026-06-25,YouTube,MBG,"Udah tahu masih banyak koruptornya
Udah tahu prosedurnya kacau balau padahal menyangkut uang ratusan Trilyun
Kenapa nggak di stop?",Negatif
940,2026-06-25,YouTube,MBG,"program mulia. tapi harusnya dikaji dulu dites dulu di beberapa daerah, jangan langsung semua pasti bonyok",Negatif
941,2026-06-25,YouTube,MBG,"Rakyat Indonesia sdh nggak percaya dgn omongan Si Luhut. 
Gimana kabar Panama Paper? Gimana kabar Papa Minta Saham???",Negatif
942,2026-06-25,YouTube,MBG,"TNI-TNI ini merasa paling berjasa, merasa paling kuat, merasa paling pintar jadi kalau dengar kritikan langsung tempramen 😂",Positif
943,2026-06-25,YouTube,MBG,"Kenapa orang tua ini ya, diberi masukan dengan benar jawabnya kok habis waktu berantam???? Ampunnnn",Negatif
944,2026-06-25,YouTube,MBG,"MBG bagus tujuannya tapi rencananya amburadul yang penting dimulai, yang penting dikerjakan, begitu juga kopdes merah putih dan menjadi tempat korupsi tim sukses prabowo",Negatif
945,2026-06-25,YouTube,MBG,"Mbg rawan korupsi, sudah terbukti, masih dipaksakan, tanya kenapa ? 😂",Negatif
946,2026-06-25,YouTube,MBG,Seharusnya pemerintah sadar diri lahh..pemerintah sudah tidak sanggup bayar gaji guru,Negatif
947,2026-06-25,YouTube,MBG,"Tutup MBG gitu aja koq repot, yg menghabiskan waktu itu pihak yg masih mau menukmati kue APBN",Negatif
948,2026-06-25,YouTube,MBG,"sebenrnya Indonesia yang punya aset para fakar yang hatinya  NKRI   banget, hanya orang-orang yang senang melihat negaranya susah , dan Susah hatinya ketika negara Senang",Positif
949,2026-06-25,YouTube,MBG,Smoga bsk di cabut,Negatif
950,2026-06-25,YouTube,MBG,"Bukan bkesel bertengkar 
Tapi kami kesel di rampok",Negatif
951,2026-06-25,YouTube,MBG,"Pemerintah harus lebih terbuka menerima kritik.
Danantara harusnya terbuka ke publik bos, laporan keuangan dll.",Netral
952,2026-06-25,YouTube,MBG,Opung sdh pensiun lah kau,Negatif
953,2026-06-25,YouTube,MBG,"Kalo rugi harus tanggung rame"" giliran untung dan di suruh perbaiki kebijakan pada diam bae, dasar perusak bangsas.",Negatif
954,2026-06-25,YouTube,MBG,"Gimana tidak ribut, uang segtu gede tidak dibuatkan undang undang yang mengatur.",Negatif
955,2026-06-25,YouTube,MBG,Syaitan luhut😂,Negatif
956,2026-06-25,YouTube,MBG,"Ikut ide bang hotman paris soal mbg pak luhut ,solutif dan efesiensi,jangan kasih gemuk para koruptor",Positif
957,2026-06-25,YouTube,MBG,"Karena sekarang negara dijalankan orang2 bodoh. Bagaimana mungkin sebuah program bisa jalan kalau belum ada systemnya? Harusnya dibuat systemnya lalu uji coba dulu. Ibarat komputer yg menjalankan sebuah program, gak bakal mungkin bisa jalan kalau gak ada Operting system didalamnya yg compatible dgn perangkatnya dan mampu menjalankan program dgn baik. Dasar pejabat dungu.",Negatif
958,2026-06-25,YouTube,MBG,"PEJABAT INDONESIA SEMUA SOK NASIONALIS DG SURUH RAKYATNYA UPACARA BENDERA NYANYIKAN LAGU WAJIB,HORMAT BENDERA.TAPI SEMUA KEKAYAAN NEGARA MEREKA RAMPOK",Negatif
959,2026-06-25,YouTube,MBG,"Alah banyak alasan, biar teralihkan",Negatif
960,2026-06-25,YouTube,MBG,Masih aman pung ?,Negatif
961,2026-06-25,YouTube,MBG,1 orang cukup Gurus MBG kalau pemimpin tegas basmi koruptor  .banyak pimpinan merusak negara ini,Negatif
962,2026-06-25,YouTube,MBG,"Pung liat tuh si dadan 1M/hri, untung rakyat ribut klo engga makin asik tuh hidup si dadan botak",Negatif
963,2026-06-25,YouTube,MBG,Kepala perampok uang rakyat,Netral
964,2026-06-25,YouTube,MBG,"Kalo ga bertengkar, si Dadan lolos bos.",Negatif
965,2026-06-25,YouTube,MBG,"lah berarti ngaku dong, ""Tak Disiapkan dengan Rencana Matang!"" konsekuensi rencana yang tidak matang oitu menyebabkan berapa banyak kerugian negara Pak? berapa banyak yang keracunan Pak?",Negatif
966,2026-06-25,YouTube,MBG,LUHUT LIHUT  PEJABAT NGAK GUNA LO MASIH PUYA MALU LO,Negatif
967,2026-06-25,YouTube,MBG,"Ijin. AI, digitalisasi, dll, sederhana: LPSE udah bener belum ? udah transparan belum ? itu aja dulu perbaiki, gausah dari 0",Negatif
968,2026-06-25,YouTube,MBG,Nyocot terusss,Negatif
969,2026-06-25,YouTube,MBG,SLALU BERSILAT LIDAH.,Negatif
970,2026-06-25,YouTube,MBG,Dia disitu dia yg nyalahin dia di gaji lalu manfaat dia apa tugasnya apa😂😂😂😂,Negatif
971,2026-06-25,YouTube,MBG,As usual yg kotor2 di delegasikan. Terlalu bersih tangan komunitas itu😊,Negatif
972,2026-06-25,YouTube,MBG,Coba presidennya bisa ngomong ky gini. Jago orasi doang,Negatif
973,2026-06-25,YouTube,MBG,"Yah orang ini nongol lagi macam nggak ada orang lain saja,biasanya ya mau ngamanin bisnisnya",Negatif
974,2026-06-25,YouTube,MBG,muncul biangnya,Negatif
975,2026-06-25,YouTube,MBG,Tanpa transparasi mau jadi apa negara kita,Negatif
976,2026-06-25,YouTube,MBG,"Luhut bestinya si botak bgn, hasil jerihpayah rakyat dirampok botak cs, rakyat nesu 😢",Negatif
977,2026-06-25,YouTube,MBG,Intinya jangan boros anggaran klo ga tepat guna,Negatif
978,2026-06-25,YouTube,MBG,Ad itikad baik tapi dicampur denial,Negatif
979,2026-06-25,YouTube,MBG,"Debat dilingkaran opung
Kalau rakyat no trust",Negatif
980,2026-06-25,YouTube,MBG,"MBG dan KDMP 
😂😂😂😂",Netral
981,2026-06-25,YouTube,MBG,"Mau ngasih makan tp yg di undang orang ekonomi. Lo pd beneran dongok, inkompetensi serezim. Mau milih raja, tp yg dipilih penjahat ham dan pecatan. Beneran bubar ini negara! 😂😂",Negatif
982,2026-06-25,YouTube,MBG,Rakus bgt ni org. Pas covid udah untung gede masukin vaksin sama test kit,Negatif
983,2026-06-25,YouTube,MBG,tandai muka pejabat ini,Negatif
984,2026-06-25,YouTube,MBG,"Nanti 2029 pak Luhut pasti pindah lagi, tergantung siapa berkuasa disitu lah dia nempel 😂😂",Negatif
985,2026-06-25,YouTube,MBG,Udah.dari pada  bikin. Kisruh .lebih baik hapuskan.,Negatif
986,2026-06-25,YouTube,MBG,"Padahal kepala bgn sebelum itu udah kerja dari mbg belum dimulai yang seharusnya bikin perencanaan matang

Malah bikin rencana lainnya 😂😂😂😂😂😂😂😂😂",Negatif
987,2026-06-25,YouTube,MBG,"Kalau di siapkan dengan  matang , pasti tidak ketahuan malingnya 😂😂😂😂",Positif
988,2026-06-25,YouTube,MBG,Maka itu ajak rakyat dan pengusaha utk dialog .bukan langaung sembaramgan bikin uu,Negatif
989,2026-06-25,YouTube,MBG,Biar ga habis waktu MBG di tutup pak!!,Negatif
990,2026-06-25,YouTube,MBG,"Demo ini aneh dari menolak mbg dan mendukung mbg ,apa lagi tentang IHSG ini beda cerita jika di demo tentang rupiah itu hal yang saya dukung tapi tentang menghentikan mbg itu menurut saya salah karena saya mendukung mbg yang salah itu bukan ide mbg nya tapi peraturan yang harus jelas di mbg itu dan yang mengelola, indonesia itu negara berkembang ingat bukan negara maju yang punya industri² kuat",Negatif
991,2026-06-25,YouTube,MBG,REKAYASA BUAT KORUPTOR KORUPSI MAFIA MBG KOP MERAH PUTIH 😂😂😂😂😂😂😂😂😂 UDAH TERBUKTI SALAH KORUPSI 😂😂😂😂 PENJAJAH RAKYAT INDONESIA 🤣😅🤣🤣🤣,Negatif
992,2026-06-25,YouTube,MBG,"Padahal orang awam atau pendidikan rendah seperti saya aja berfikirnya MBG baiknya dijalankan/dikelola oleh kantin sekolah/sekitar sekolah,lbh efisiensi,fresh makanannya(hangat),dan terkontrol/terawasi aliran dananya",Positif
993,2026-06-25,YouTube,MBG,"Makanya MBG bubarin , bereskan  kan ?",Negatif
994,2026-06-25,YouTube,MBG,Pertengkaran ini sebenarnya bisa dihindari andaikata pemerintah mau dng lapang dada mendengarkan kritikan dan masukan dari para pengamat ttg kebijakan MBG. Bukannya bersikap antagonis sprti yg selalu diperlihatkan Prabowo. Dan kebuktikan ada korupsi😮,Negatif
995,2026-06-25,YouTube,MBG,"MBG Stop Hancur Negara Indonesia kalo masih di lanjutkan. 99% Mafia semua dari Kepala BGN sampai SPPG bermain semua. Stop 
1% hanya kuasa allah.",Negatif
996,2026-06-25,YouTube,MBG,"Akhirnya pemerintah mengakui sendri,, lelah sudah😂",Negatif
997,2026-06-25,YouTube,MBG,"KALAU MAU CARI SOLUSI, STOP DULU LAH PAK SAMPAI CLEAR SEMUA-NYA SUPAYA GA TUMPAH-TINDIH DGN RENCANA2 PERBAIKAN YG PEMERINTAH BUAT SETELAH BANJIR KRITIK DARI RAKYAT. 

BAPAK KAN SUDAH MINTA MAAF DAN MENGAKUI KALAU PEMERINTAH SUDAH SALAH UNTUK PROYEK SEBESAR DAN SETIDAK MAIN-MAIN INI? 

RAKYAT HANYA BERTANYA KOK BISA DIJALAN-KAN SEPERTI INI? TRANSPARANSI PERENCANAAN JUGA KURANG, MAKA-NYA BERTENGKAR. MAAF, JANGAN SALAH-KAN RAKYAT PAK. 

DAN, JANGAN AJA SAMPAI MEMBUAT KESALAHAN2 FATAL LEBIH LANJUT, NANTI TAMBAH RUNYAM SIKON NEGARA & EMOSI RAKYAT KITA INI. BAHAYA PAK.",Negatif
998,2026-06-25,YouTube,MBG,"RENCANA YANG SUDAH MATANGPUN JIKA PEJABATNYA SEPERTI LUHUT YAH TETAP TIDAK AKAN BERJALAN BAIK, MBG SUDAH DI RENCAKAN DENGAN MATANG TETAPI DI KACAUKAN OLEH PARA PEJABAT PRABOWO SENDIRI SEPERTI LUHUT",Negatif
999,2026-06-25,YouTube,MBG,mbg ide besar untuk menggarong uang  rakyat,Netral
1000,2026-06-25,YouTube,MBG,Jutaan pejabat d suap 578 T,Netral
1001,2026-06-25,YouTube,MBG,"Bisa2 nya ngomong ide bagus orang tempatnya koruptor, secara logika MBG di india aja cuma 20trliun dengan populasi 1,5milyar lah kita 340trliun yg jumlah populasinya cuma 278jt orang doang, kocak emang itung2 negara yg pejabatnya terkorup di dunia",Negatif
1002,2026-06-25,YouTube,MBG,MBG 578 T tutupi kejahatan pemilu,Netral
1003,2026-06-25,YouTube,MBG,"Apalagi ada menantu yg nunggu dijadikan Panglima TNI, ada ponakan yg skrg jadi petinggi DANANTARA masih perlu jabatan lanjutan, juga adik yg skrg jd Duta Besar Indonesia utk Jepang pasti gak mau sampe nganggur😅

Dan yg paling penting bisnis tambang pribadi jangan sampe bubar kan sayang udah babat hutan & lingkungan secara barbar ujug2 ditutup😂",Positif
1004,2026-06-25,YouTube,MBG,"emang masih percaya pejabat yg tidak berani
sah kan aturan perampasan aset koruptor dan miskinkan koruptor",Negatif
1005,2026-06-25,YouTube,MBG,Emang nyampe,Negatif
1006,2026-06-25,YouTube,MBG,😊  kutu loncat memang berpindah2 inang makanya perutnya selalu besar terisi 😊,Positif
1007,2026-06-25,YouTube,MBG,Merasa milik Indonesia,Negatif
1008,2026-06-25,YouTube,MBG,alah sama aja hapus sudah lah kaga jelas,Negatif
1009,2026-06-25,YouTube,MBG,lalu ekonomi micro bagaimana bergeraknya?,Negatif
1010,2026-06-25,YouTube,MBG,Yg ada pihak sekolah dan kantinnya yg korupsi. Lebih bagus lagungsung di kasih ke orang tuanya uangnya,Negatif
1011,2026-06-25,YouTube,MBG,"​ @panglimaperang21 kasih k ortu juga GK mjamin uangnya dibelikan lauk mkan bergizi,bisa jadi buat jajan anak,emanya,atau bapaknya",Netral
1012,2026-06-25,YouTube,MBG,"​ @panglimaperang21 iyaa klw sekolah & kantin yg korup lebih bisa dikontrol, klw MBG kan yg punya org2 besar, jenderal, pejabat, anggota dewan, pengusaha & oligarki2, susah utk mengontrol mereka krena punya power yg besar.
klw sekolah/kantin, seengakknya org tua & murid bisa lgsg kontrol,  komplain & ngeviralin klw ada indikasi korupsi.",Negatif
1013,2026-06-25,YouTube,MBG,"GK banyak koropp
GK.pusing bikin gaduh",Negatif
1014,2026-06-25,YouTube,MBG,"Trus bpak mamakmu yg ganti smua uang2 pembangunan gedung MBG dan SPPG ya? 
Trus mau matikan pekerja di sana, pake otak lah dlm berpikir jgn asal tutup aja.

Kekurangan memang banyak tp masalah pasti ada jalan keluarnya, itu tantangan utk pemerintah, bukan asal main tutup aja.",Negatif
1015,2026-06-26,YouTube,MBG,"Kalau asal mendengar pengamat, negara juga akan hancur, karena banyak pengamat juga ada yang dibayar asing. Contohnya negara jepang yang disuruh pengamat memberi masukan untuk menaikkan suku bunga jepang. Tidak bisa semudah itu. Mengurus negara memang terlihat gampang.",Negatif
1016,2026-06-25,YouTube,MBG,Ini lh contoh sampah dunia yg ga ada guna. Cerminan kualitas rendah akn sejajar dgn pikiran kotor atau IQ70 kebawah.,Negatif
1017,2026-06-25,YouTube,MBG,Ada baiknya segera evaluasi dan lihat keadaan sebenarnya di lapangan dan semua kebijakan yang ada.,Negatif
1018,2026-06-25,YouTube,MBG,Kapan mati hut??,Negatif
1019,2026-06-25,YouTube,MBG,Waduh anjlok katanya 😂,Negatif
1020,2026-06-25,YouTube,MBG,"LUHUT
(Lupa Hutan Tumbang)",Negatif
1021,2026-06-25,YouTube,MBG,"LUHUT
(Lupa Hutan Terancam)",Negatif
1022,2026-06-25,YouTube,MBG,"KAPAN MAMPUS, OPUNG!?!?!?",Negatif
1023,2026-06-25,YouTube,MBG,"LUHUT
(Lumbung Hutan)",Negatif
1024,2026-06-25,YouTube,MBG,Bukan debat atau ribut tanpa alasan pemerintah lambat menangani korupsi di BGN maka nya kita ribut harus nya pemerintah berterimakasih kepada rakyat atau para pengamat politik atau ekonomi masak rakyatnya auruh diam melihat para koruptor itu,Negatif
1025,2026-06-25,YouTube,MBG,Namanya juga abal2,Negatif
1026,2026-06-25,YouTube,MBG,Sstttt GK boleh gitu,Negatif
1027,2026-06-25,YouTube,MBG,Bapakmu tanya kapan mati lontong,Negatif
1028,2026-06-25,YouTube,MBG,setelah bapak-ibumu dan anis ganjar mati,Netral
1029,2026-06-25,YouTube,MBG,Tdk lama lg bang doain aja😂😂,Positif
1030,2026-06-25,YouTube,MBG,Apa salah luhur dgn anda kok bgitu bencinya hatimu padanya😂😂,Negatif
1031,2026-06-26,YouTube,MBG,​ @Topan-r4m anda sungguh lugu sekali,Negatif
1032,2026-06-25,YouTube,MBG,Setelah anies,Netral
1033,2026-06-25,YouTube,MBG,​ @adolffranz9502  kalo Wowo and fufu Fafa kapan,Netral
1034,2026-06-25,YouTube,MBG,@adolffranz9502  setalah kau dan bapak kau,Netral
1035,2026-06-25,YouTube,MBG,​ @adolffranz9502  kalo Mulyono kapan,Netral
1036,2026-06-25,YouTube,MBG,Anjlok amblesss😅,Negatif
1037,2026-06-25,YouTube,MBG,Setelah Anies,Netral
1038,2026-06-25,YouTube,MBG,​ @adolffranz9502 tua banget donk🤣🤣🤣,Negatif
1039,2026-06-25,YouTube,MBG,​ @adolffranz9502 buzzer,Netral
1040,2026-06-25,YouTube,MBG,​ @adolffranz9502 setuju,Netral
1041,2026-06-25,YouTube,MBG,setelah ibu bapakmu dan anis ganjar mati,Netral
1042,2026-06-25,YouTube,MBG,Ngeri 😂 si paling keras cerita nya 😂😂😂,Negatif
1043,2026-06-25,YouTube,MBG,"ente bilang gtu apa sudah berpikir bro??? jangan sampe apa yg ente ucapkan itu terkena buat ente sendiri lho, hati2 dengan ucapan ya bro, coz ucapan itu sebagai doa, Barakallohu fiikum.",Negatif
1044,2026-06-25,YouTube,MBG,TERMASUK GANK PENCIPTA RUSUH DN BOBROKNYA KASUS KORUPSI BROOOOO,Negatif
1045,2026-06-26,YouTube,MBG,Pengusaha berjiwa koruptor,Negatif
1046,2026-06-26,YouTube,MBG,Dapur itu punya pemerintah atau swasta sih ? Kok gk boleh dipake utk kegiatan lain,Negatif
1047,2026-06-26,YouTube,MBG,"Mafia MBG ya Isinya orang yang serakah maunya tiap hari merampok uang negara tanpa henti tidak mikir rakyat hidup susah, penganguran puluhan juta,  sedangkan para mafia MBG maunya dimanja tiap hari harus untung besar.",Negatif
1048,2026-06-26,YouTube,MBG,Kon mangan sopo...ngawur ae..,Negatif
